case_id,target_k,source_jsonl,output_png,status,error
ns_elephant_350,4,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_elephant_350/ns_elephant_350_size16_top1cluster_mean_contour_k4.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_elephant_350/mean_contour_plots/ns_elephant_350_size16_top1cluster_mean_contour_k4_fullshape.png,ok,
ns_elephant_780,79,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_elephant_780/ns_elephant_780_size16_top1cluster_mean_contour_k79.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_elephant_780/mean_contour_plots/ns_elephant_780_size16_top1cluster_mean_contour_k79_fullshape.png,ok,
ns_lion_350,60,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_lion_350/ns_lion_350_size16_top1cluster_mean_contour_k60.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_lion_350/mean_contour_plots/ns_lion_350_size16_top1cluster_mean_contour_k60_fullshape.png,ok,
ns_lion_560,52,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_lion_560/ns_lion_560_size16_top1cluster_mean_contour_k52.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_lion_560/mean_contour_plots/ns_lion_560_size16_top1cluster_mean_contour_k52_fullshape.png,ok,
ns_lion_650,14,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_lion_650/ns_lion_650_size16_top1cluster_mean_contour_k14.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_lion_650/mean_contour_plots/ns_lion_650_size16_top1cluster_mean_contour_k14_fullshape.png,ok,
ns_lion_780,0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_lion_780/ns_lion_780_size16_top1cluster_mean_contour_k0.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_lion_780/mean_contour_plots/ns_lion_780_size16_top1cluster_mean_contour_k0_fullshape.png,ok,
ns_lion_801,33,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_lion_801/ns_lion_801_size16_top1cluster_mean_contour_k33.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_lion_801/mean_contour_plots/ns_lion_801_size16_top1cluster_mean_contour_k33_fullshape.png,ok,
s_bird_111,10,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_bird_111/s_bird_111_size16_top1cluster_mean_contour_k10.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_bird_111/mean_contour_plots/s_bird_111_size16_top1cluster_mean_contour_k10_fullshape.png,ok,
s_bird_117,12,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_bird_117/s_bird_117_size16_top1cluster_mean_contour_k12.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_bird_117/mean_contour_plots/s_bird_117_size16_top1cluster_mean_contour_k12_fullshape.png,ok,
s_bird_136,1,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_bird_136/s_bird_136_size16_top1cluster_mean_contour_k1.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_bird_136/mean_contour_plots/s_bird_136_size16_top1cluster_mean_contour_k1_fullshape.png,ok,
s_bird_137,62,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_bird_137/s_bird_137_size16_top1cluster_mean_contour_k62.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_bird_137/mean_contour_plots/s_bird_137_size16_top1cluster_mean_contour_k62_fullshape.png,ok,
s_bird_212,0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_bird_212/s_bird_212_size16_top1cluster_mean_contour_k0.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_bird_212/mean_contour_plots/s_bird_212_size16_top1cluster_mean_contour_k0_fullshape.png,ok,
s_bird_350,24,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_bird_350/s_bird_350_size16_top1cluster_mean_contour_k24.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_bird_350/mean_contour_plots/s_bird_350_size16_top1cluster_mean_contour_k24_fullshape.png,ok,
s_butterfly_11,31,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_butterfly_11/s_butterfly_11_size16_top1cluster_mean_contour_k31.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_butterfly_11/mean_contour_plots/s_butterfly_11_size16_top1cluster_mean_contour_k31_fullshape.png,ok,
s_butterfly_144,33,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_butterfly_144/s_butterfly_144_size16_top1cluster_mean_contour_k33.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_butterfly_144/mean_contour_plots/s_butterfly_144_size16_top1cluster_mean_contour_k33_fullshape.png,ok,
s_butterfly_350,0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_butterfly_350/s_butterfly_350_size16_top1cluster_mean_contour_k0.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_butterfly_350/mean_contour_plots/s_butterfly_350_size16_top1cluster_mean_contour_k0_fullshape.png,ok,
s_butterfly_560,41,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_butterfly_560/s_butterfly_560_size16_top1cluster_mean_contour_k41.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_butterfly_560/mean_contour_plots/s_butterfly_560_size16_top1cluster_mean_contour_k41_fullshape.png,ok,
s_fish_350,38,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_fish_350/s_fish_350_size16_top1cluster_mean_contour_k38.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_fish_350/mean_contour_plots/s_fish_350_size16_top1cluster_mean_contour_k38_fullshape.png,ok,
s_fish_4,37,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_fish_4/s_fish_4_size16_top1cluster_mean_contour_k37.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_fish_4/mean_contour_plots/s_fish_4_size16_top1cluster_mean_contour_k37_fullshape.png,ok,
s_fish_500,45,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_fish_500/s_fish_500_size16_top1cluster_mean_contour_k45.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_fish_500/mean_contour_plots/s_fish_500_size16_top1cluster_mean_contour_k45_fullshape.png,ok,
s_fish_600,79,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_fish_600/s_fish_600_size16_top1cluster_mean_contour_k79.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_fish_600/mean_contour_plots/s_fish_600_size16_top1cluster_mean_contour_k79_fullshape.png,ok,
s_fish_700,2,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_fish_700/s_fish_700_size16_top1cluster_mean_contour_k2.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_fish_700/mean_contour_plots/s_fish_700_size16_top1cluster_mean_contour_k2_fullshape.png,ok,
s_fish_900,52,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_fish_900/s_fish_900_size16_top1cluster_mean_contour_k52.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_fish_900/mean_contour_plots/s_fish_900_size16_top1cluster_mean_contour_k52_fullshape.png,ok,
s_oyster_350,20,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_oyster_350/s_oyster_350_size16_top1cluster_mean_contour_k20.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_oyster_350/mean_contour_plots/s_oyster_350_size16_top1cluster_mean_contour_k20_fullshape.png,ok,
s_oyster_4,45,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_oyster_4/s_oyster_4_size16_top1cluster_mean_contour_k45.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/s_oyster_4/mean_contour_plots/s_oyster_4_size16_top1cluster_mean_contour_k45_fullshape.png,ok,
